DATA ENTRADA;DATA ULTIMA SAIDA;;LOJA/FILIAL;;;ADULTO/INFANTIL;;;GENERO;NUMERACAO/CALC;;ENTRADA ESTOQUE;TOTAL DE SAIDA;ID_PROD;NOME PROD;COLEÇÃO;;;VALOR UNITARIO;VALOR REPASSE
28/01/2017;11/02/2017;14;Infantil;;;adulto;;;masculino;41;;325;55;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
28/01/2017;25/02/2017;28;Infantil;;;infantil;;;feminino;25;;84;41;7240;BLUSA M/C HAVAIANAS JAPONESA            ;outono;;; R$ 21,90 ; R$ 36,90 
28/01/2017;06/02/2017;9;franquia;;;infantil;;;unisex;22;;256;73;8253;CHAVEIRO HAVAIANAS LOGO                 ;edição limitada;;; R$ 32,90 ; R$ 42,90 
28/01/2017;12/02/2017;15;Infantil;;;infantil;;;unisex;28;;54;42;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
28/01/2017;27/02/2017;30;Infantil;;;infantil;;;unisex;27;;219;92;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
28/01/2017;02/02/2017;5;franquia;;;adulto;;;unisex;45;;348;59;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
28/01/2020;13/02/2020;16;franquia;;;infantil;;;feminino;13;;274;89;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 15,90 ; R$ 26,90 
28/01/2017;10/02/2017;13;Infantil;;;infantil;;;masculino;18;;95;92;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
28/01/2017;01/02/2017;4;Infantil;;;adulto;;;masculino;46;;269;52;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
28/01/2017;20/02/2017;23;franquia;;;infantil;;;masculino;12;;177;63;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
28/01/2017;24/02/2017;27;Infantil;;;adulto;;;unisex;36;;252;71;8246;BOLSA HAVAIANAS SHOPPING BAG            ;edição limitada;;; R$ 25,90 ; R$ 32,90 
28/01/2017;07/03/2017;38;Infantil;;;infantil;;;unisex;18;;291;73;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
28/01/2017;14/02/2017;17;Infantil;;;infantil;;;unisex;28;;270;85;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
28/01/2017;04/03/2017;35;Infantil;;;adulto;;;unisex;32;;208;88;8266;TOALHA HAVAIANAS FUN N                  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
28/01/2017;21/02/2017;24;franquia;;;infantil;;;feminino;18;;301;40;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
28/01/2017;04/02/2017;7;Infantil;;;adulto;;;feminino;38;;290;45;7232;BLUSA HAVAIANAS EVASE ONDA NOVA         ;outono;;; R$ 19,90 ; R$ 26,90 
28/01/2020;04/02/2020;7;franquia;;;infantil;;;feminino;17;;105;48;6228;SANDALIA HAVAIANAS TROPICAL C/ KIT      ;inverno;;; R$ 15,90 ; R$ 26,90 
28/01/2017;02/03/2017;33;franquia;;;adulto;;;unisex;30;;194;48;7232;BLUSA HAVAIANAS EVASE ONDA NOVA         ;outono;;; R$ 19,90 ; R$ 26,90 
28/01/2017;05/02/2017;8;franquia;;;infantil;;;feminino;14;;285;90;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
28/01/2017;11/02/2017;14;Infantil;;;infantil;;;feminino;22;;237;57;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
28/01/2020;09/02/2020;12;franquia;;;infantil;;;feminino;28;;110;52;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 20,90 ; R$ 36,90 
28/01/2017;24/02/2017;27;franquia;;;adulto;;;masculino;41;;233;93;8264;BÓIA HAVAIANAS INFLÁVEL                 ;edição limitada;;; R$ 32,90 ; R$ 42,90 
31/01/2017;05/03/2017;33;franquia;;;adulto;;;unisex;45;;99;83;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
31/01/2017;02/02/2017;2;Infantil;;;adulto;;;unisex;44;;133;94;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
31/01/2020;29/02/2020;29;franquia;;;infantil;;;feminino;29;;249;84;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 20,90 ; R$ 36,90 
31/01/2017;14/02/2017;14;franquia;;;adulto;;;feminino;37;;112;41;8249;TOALHA HAVAIANAS LOGO VELUDO BICOLOR M  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
31/01/2017;09/03/2017;37;franquia;;;adulto;;;feminino;40;;212;55;8248;TOALHA HAVAIANAS LOGO VELUDO M          ;edição limitada;;; R$ 32,90 ; R$ 42,90 
31/01/2020;07/03/2020;36;Infantil;;;adulto;;;unisex;40;;161;44;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 15,90 ; R$ 26,90 
31/01/2017;11/02/2017;11;Infantil;;;infantil;;;unisex;25;;260;47;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
31/01/2017;03/02/2017;3;Infantil;;;adulto;;;unisex;40;;201;47;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
31/01/2017;08/02/2017;8;Infantil;;;adulto;;;feminino;34;;128;56;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
31/01/2017;13/02/2017;13;Infantil;;;infantil;;;unisex;26;;326;59;8261;TOALHA HAVAIANAS HYPE                   ;edição limitada;;; R$ 32,90 ; R$ 42,90 
31/01/2020;03/02/2020;3;franquia;;;infantil;;;masculino;27;;121;76;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 20,90 ; R$ 36,90 
31/01/2017;24/02/2017;24;franquia;;;adulto;;;feminino;35;;108;44;8263;CAPA HAVAIANAS TABLET                   ;edição limitada;;; R$ 25,90 ; R$ 32,90 
31/01/2017;06/03/2017;34;Infantil;;;adulto;;;masculino;32;;233;41;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
31/01/2020;07/03/2020;36;franquia;;;adulto;;;feminino;46;;337;57;6228;SANDALIA HAVAIANAS TROPICAL C/ KIT      ;inverno;;; R$ 20,90 ; R$ 36,90 
31/01/2017;02/03/2017;30;Infantil;;;adulto;;;unisex;37;;80;83;7229;BLUSA HAVAIANAS TS REDE CESTARIA        ;outono;;; R$ 16,90 ; R$ 26,90 
31/01/2020;08/03/2020;37;Infantil;;;infantil;;;unisex;25;;264;73;6228;SANDALIA HAVAIANAS TROPICAL C/ KIT      ;inverno;;; R$ 20,90 ; R$ 36,90 
31/01/2017;18/02/2017;18;franquia;;;adulto;;;masculino;32;;197;54;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
31/01/2020;07/03/2020;36;franquia;;;infantil;;;unisex;18;;141;56;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 20,90 ; R$ 36,90 
31/01/2017;04/02/2017;4;franquia;;;infantil;;;unisex;12;;192;77;8248;TOALHA HAVAIANAS LOGO VELUDO M          ;edição limitada;;; R$ 32,90 ; R$ 42,90 
31/01/2017;20/02/2017;20;franquia;;;infantil;;;masculino;28;;107;49;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
31/01/2017;09/02/2017;9;Infantil;;;adulto;;;feminino;43;;161;61;7241;BLUSA HAVAIANAS QUADRADO DEC ABERTO     ;outono;;; R$ 21,90 ; R$ 32,90 
31/01/2017;06/03/2017;34;Infantil;;;infantil;;;masculino;25;;188;64;8243;SACOLA HAVAIANAS ORIGINAL RIO           ;edição limitada;;; R$ 25,90 ; R$ 32,90 
31/01/2017;23/02/2017;23;franquia;;;adulto;;;unisex;37;;80;71;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
31/01/2017;05/03/2017;33;franquia;;;infantil;;;masculino;22;;174;94;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
31/01/2017;06/02/2017;6;franquia;;;adulto;;;unisex;44;;201;84;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
31/01/2017;09/02/2017;9;franquia;;;adulto;;;masculino;38;;82;66;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
31/01/2017;09/03/2017;37;Infantil;;;infantil;;;unisex;24;;296;49;8250;TOALHA HAVAIANAS VELUDO BICOLOR M       ;edição limitada;;; R$ 25,90 ; R$ 32,90 
31/01/2017;03/03/2017;31;Infantil;;;infantil;;;unisex;24;;137;71;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
31/01/2017;11/02/2017;11;franquia;;;adulto;;;unisex;35;;100;56;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
31/01/2020;17/02/2020;17;franquia;;;infantil;;;unisex;18;;284;43;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 20,90 ; R$ 36,90 
31/01/2017;02/03/2017;30;Infantil;;;infantil;;;masculino;10;;293;82;8249;TOALHA HAVAIANAS LOGO VELUDO BICOLOR M  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
31/01/2020;08/03/2020;37;Infantil;;;adulto;;;masculino;32;;153;72;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
31/01/2017;02/02/2017;2;franquia;;;infantil;;;unisex;10;;208;77;7230;BLUSA HAVAIANAS ASSIM MIX REDE CESTARIA ;outono;;; R$ 21,90 ; R$ 32,90 
31/01/2017;13/02/2017;13;franquia;;;infantil;;;feminino;12;;188;66;7230;BLUSA HAVAIANAS ASSIM MIX REDE CESTARIA ;outono;;; R$ 21,90 ; R$ 32,90 
31/01/2017;22/02/2017;22;franquia;;;infantil;;;feminino;24;;136;56;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
31/01/2017;09/02/2017;9;franquia;;;infantil;;;feminino;29;;248;52;8248;TOALHA HAVAIANAS LOGO VELUDO M          ;edição limitada;;; R$ 32,90 ; R$ 42,90 
31/01/2017;18/02/2017;18;Infantil;;;infantil;;;feminino;27;;93;54;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
31/01/2020;12/02/2020;12;Infantil;;;infantil;;;unisex;11;;111;95;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 20,90 ; R$ 36,90 
31/01/2017;28/02/2017;28;Infantil;;;adulto;;;unisex;37;;321;77;8248;TOALHA HAVAIANAS LOGO VELUDO M          ;edição limitada;;; R$ 32,90 ; R$ 42,90 
31/01/2020;05/02/2020;5;franquia;;;infantil;;;masculino;24;;342;45;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 25,90 ; R$ 36,90 
31/01/2017;05/03/2017;33;Infantil;;;infantil;;;feminino;29;;123;91;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
31/01/2017;28/02/2017;28;franquia;;;infantil;;;feminino;25;;124;78;8255;MEIA HAVAIANAS GRAPHIC                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
31/01/2017;24/02/2017;24;Infantil;;;infantil;;;unisex;29;;311;47;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
31/01/2020;22/02/2020;22;franquia;;;adulto;;;masculino;39;;240;51;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 15,90 ; R$ 26,90 
31/01/2020;02/03/2020;31;franquia;;;infantil;;;unisex;17;;236;91;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 20,90 ; R$ 36,90 
31/01/2017;10/02/2017;10;franquia;;;adulto;;;unisex;40;;298;65;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
31/01/2020;07/03/2020;36;Infantil;;;adulto;;;feminino;44;;190;50;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 25,90 ; R$ 36,90 
31/01/2017;03/03/2017;31;franquia;;;infantil;;;unisex;20;;185;50;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
31/01/2017;19/02/2017;19;franquia;;;adulto;;;feminino;43;;176;56;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
31/01/2017;27/02/2017;27;franquia;;;adulto;;;masculino;32;;304;85;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
31/01/2017;25/02/2017;25;franquia;;;adulto;;;unisex;41;;196;47;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
31/01/2017;22/02/2017;22;franquia;;;infantil;;;feminino;12;;227;96;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
31/01/2017;02/02/2017;2;franquia;;;adulto;;;feminino;35;;99;78;8249;TOALHA HAVAIANAS LOGO VELUDO BICOLOR M  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
31/01/2017;24/02/2017;24;Infantil;;;infantil;;;feminino;12;;164;67;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
31/01/2017;15/02/2017;15;franquia;;;infantil;;;feminino;12;;305;64;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
31/01/2017;11/02/2017;11;Infantil;;;infantil;;;masculino;21;;233;82;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
31/01/2017;04/03/2017;32;Infantil;;;adulto;;;unisex;35;;319;77;7235;BLUSA HAVAIANAS Y MIX                   ;outono;;; R$ 21,90 ; R$ 36,90 
31/01/2017;02/03/2017;30;franquia;;;adulto;;;unisex;43;;124;63;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
31/01/2017;16/02/2017;16;franquia;;;infantil;;;feminino;12;;259;90;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
31/01/2017;28/02/2017;28;Infantil;;;adulto;;;feminino;38;;168;74;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
31/01/2020;20/02/2020;20;franquia;;;adulto;;;masculino;31;;172;78;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 15,90 ; R$ 26,90 
31/01/2017;02/03/2017;30;Infantil;;;adulto;;;masculino;34;;138;65;8252;CHAVEIRO HAVAIANAS ORIGINE              ;edição limitada;;; R$ 25,90 ; R$ 32,90 
31/01/2017;22/02/2017;22;franquia;;;adulto;;;feminino;33;;333;68;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
31/01/2017;18/02/2017;18;Infantil;;;infantil;;;masculino;24;;103;96;8260;MEIA HAVAIANAS ANIMALS                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
31/01/2017;19/02/2017;19;Infantil;;;adulto;;;feminino;40;;341;58;7232;BLUSA HAVAIANAS EVASE ONDA NOVA         ;outono;;; R$ 19,90 ; R$ 26,90 
31/01/2017;02/02/2017;2;Infantil;;;adulto;;;masculino;40;;349;58;7230;BLUSA HAVAIANAS ASSIM MIX REDE CESTARIA ;outono;;; R$ 21,90 ; R$ 32,90 
31/01/2017;09/02/2017;9;Infantil;;;infantil;;;unisex;13;;187;86;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
31/01/2017;09/03/2017;37;franquia;;;infantil;;;unisex;19;;120;72;8259;TOALHA HAVAIANAS FUN                    ;edição limitada;;; R$ 32,90 ; R$ 42,90 
31/01/2017;15/02/2017;15;franquia;;;adulto;;;unisex;32;;186;42;7238;BLUSA HAVAIANAS VOL LAT DEGRADE ARROZ   ;outono;;; R$ 21,90 ; R$ 36,90 
31/01/2017;16/02/2017;16;franquia;;;adulto;;;unisex;39;;339;58;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
31/01/2017;10/02/2017;10;Infantil;;;infantil;;;feminino;22;;63;48;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
31/01/2017;24/02/2017;24;franquia;;;adulto;;;feminino;39;;171;50;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
31/01/2017;13/02/2017;13;franquia;;;infantil;;;feminino;14;;294;59;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
01/02/2017;11/03/2017;38;Infantil;;;infantil;;;feminino;26;;331;58;8248;TOALHA HAVAIANAS LOGO VELUDO M          ;edição limitada;;; R$ 32,90 ; R$ 42,90 
01/02/2020;05/03/2020;33;Infantil;;;infantil;;;feminino;20;;155;61;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 20,90 ; R$ 36,90 
01/02/2017;06/02/2017;5;franquia;;;infantil;;;feminino;19;;268;75;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
01/02/2017;27/02/2017;26;Infantil;;;infantil;;;feminino;20;;102;44;8249;TOALHA HAVAIANAS LOGO VELUDO BICOLOR M  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
01/02/2020;22/02/2020;21;franquia;;;infantil;;;masculino;19;;280;39;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 15,90 ; R$ 26,90 
01/02/2017;27/02/2017;26;Infantil;;;adulto;;;masculino;35;;147;64;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
01/02/2017;10/02/2017;9;Infantil;;;adulto;;;masculino;39;;141;95;8244;TOALHA HAVAIANAS FELPA P                ;edição limitada;;; R$ 25,90 ; R$ 32,90 
01/02/2017;04/02/2017;3;franquia;;;adulto;;;unisex;39;;252;38;8255;MEIA HAVAIANAS GRAPHIC                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
01/02/2017;20/02/2017;19;franquia;;;adulto;;;feminino;43;;192;59;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
01/02/2017;05/03/2017;32;franquia;;;adulto;;;unisex;38;;96;44;8243;SACOLA HAVAIANAS ORIGINAL RIO           ;edição limitada;;; R$ 25,90 ; R$ 32,90 
01/02/2020;08/02/2020;7;franquia;;;adulto;;;feminino;44;;156;77;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 15,90 ; R$ 26,90 
01/02/2020;14/02/2020;13;Infantil;;;adulto;;;masculino;32;;333;65;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 25,90 ; R$ 36,90 
01/02/2017;09/03/2017;36;Infantil;;;adulto;;;unisex;45;;187;67;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
01/02/2017;07/03/2017;34;Infantil;;;infantil;;;unisex;22;;80;71;8252;CHAVEIRO HAVAIANAS ORIGINE              ;edição limitada;;; R$ 25,90 ; R$ 32,90 
01/02/2020;20/02/2020;19;Infantil;;;infantil;;;masculino;17;;53;87;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 20,90 ; R$ 36,90 
01/02/2017;28/02/2017;27;Infantil;;;infantil;;;feminino;21;;148;82;7235;BLUSA HAVAIANAS Y MIX                   ;outono;;; R$ 21,90 ; R$ 36,90 
01/02/2017;10/03/2017;37;Infantil;;;infantil;;;feminino;15;;175;83;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
01/02/2017;01/03/2017;28;Infantil;;;adulto;;;masculino;34;;161;48;7238;BLUSA HAVAIANAS VOL LAT DEGRADE ARROZ   ;outono;;; R$ 21,90 ; R$ 36,90 
01/02/2020;21/02/2020;20;Infantil;;;infantil;;;unisex;18;;105;62;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 25,90 ; R$ 36,90 
01/02/2017;19/02/2017;18;franquia;;;adulto;;;unisex;42;;304;68;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
01/02/2017;16/02/2017;15;Infantil;;;adulto;;;masculino;41;;196;75;8250;TOALHA HAVAIANAS VELUDO BICOLOR M       ;edição limitada;;; R$ 25,90 ; R$ 32,90 
01/02/2017;23/02/2017;22;franquia;;;adulto;;;masculino;45;;117;81;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
01/02/2017;27/02/2017;26;franquia;;;infantil;;;masculino;25;;132;61;8247;CHAVEIRO HAVAIANAS LOGO METALICO        ;edição limitada;;; R$ 25,90 ; R$ 32,90 
01/02/2017;05/03/2017;32;Infantil;;;adulto;;;masculino;31;;132;71;8250;TOALHA HAVAIANAS VELUDO BICOLOR M       ;edição limitada;;; R$ 25,90 ; R$ 32,90 
01/02/2020;03/03/2020;31;Infantil;;;adulto;;;feminino;38;;109;86;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 15,90 ; R$ 26,90 
01/02/2020;29/02/2020;28;Infantil;;;infantil;;;unisex;29;;116;65;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 15,90 ; R$ 26,90 
01/02/2017;05/02/2017;4;Infantil;;;infantil;;;unisex;27;;243;85;8243;SACOLA HAVAIANAS ORIGINAL RIO           ;edição limitada;;; R$ 25,90 ; R$ 32,90 
01/02/2017;19/02/2017;18;franquia;;;adulto;;;unisex;36;;252;76;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
01/02/2020;25/02/2020;24;franquia;;;infantil;;;masculino;13;;67;77;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 25,90 ; R$ 36,90 
01/02/2017;07/02/2017;6;franquia;;;adulto;;;masculino;30;;105;41;8256;CHAVEIRO HAVAIANAS LOGO METAL MOSQUETÃO ;edição limitada;;; R$ 32,90 ; R$ 42,90 
01/02/2020;28/02/2020;27;franquia;;;adulto;;;feminino;38;;341;74;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 15,90 ; R$ 26,90 
01/02/2017;06/03/2017;33;franquia;;;infantil;;;unisex;10;;63;94;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
01/02/2020;08/03/2020;36;Infantil;;;adulto;;;feminino;34;;246;49;6228;SANDALIA HAVAIANAS TROPICAL C/ KIT      ;inverno;;; R$ 20,90 ; R$ 36,90 
01/02/2020;03/02/2020;2;franquia;;;adulto;;;masculino;39;;163;75;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 20,90 ; R$ 36,90 
01/02/2017;19/02/2017;18;Infantil;;;adulto;;;masculino;30;;142;36;8257;MEIA HAVAIANAS FRESH                    ;edição limitada;;; R$ 32,90 ; R$ 42,90 
02/02/2020;11/02/2020;9;franquia;;;infantil;;;feminino;13;;197;95;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 20,90 ; R$ 36,90 
02/02/2017;23/02/2017;21;Infantil;;;adulto;;;unisex;31;;327;64;7235;BLUSA HAVAIANAS Y MIX                   ;outono;;; R$ 21,90 ; R$ 36,90 
02/02/2020;05/03/2020;32;Infantil;;;adulto;;;masculino;39;;113;64;6228;SANDALIA HAVAIANAS TROPICAL C/ KIT      ;inverno;;; R$ 15,90 ; R$ 26,90 
02/02/2017;20/02/2017;18;franquia;;;infantil;;;feminino;22;;272;93;8257;MEIA HAVAIANAS FRESH                    ;edição limitada;;; R$ 32,90 ; R$ 42,90 
02/02/2017;09/02/2017;7;Infantil;;;adulto;;;feminino;30;;70;42;7233;BLUSA HAVAIANAS Y                       ;outono;;; R$ 16,00 ; R$ 26,90 
02/02/2020;11/02/2020;9;franquia;;;infantil;;;unisex;25;;215;58;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 25,90 ; R$ 36,90 
02/02/2017;09/03/2017;35;Infantil;;;infantil;;;feminino;27;;77;75;8248;TOALHA HAVAIANAS LOGO VELUDO M          ;edição limitada;;; R$ 32,90 ; R$ 42,90 
02/02/2017;11/02/2017;9;Infantil;;;adulto;;;feminino;32;;349;90;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
02/02/2017;04/03/2017;30;franquia;;;infantil;;;masculino;27;;172;59;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
02/02/2020;13/02/2020;11;franquia;;;infantil;;;masculino;19;;64;41;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 15,90 ; R$ 26,90 
02/02/2017;07/03/2017;33;franquia;;;adulto;;;unisex;32;;72;94;8255;MEIA HAVAIANAS GRAPHIC                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
02/02/2017;18/02/2017;16;franquia;;;infantil;;;masculino;24;;57;89;8247;CHAVEIRO HAVAIANAS LOGO METALICO        ;edição limitada;;; R$ 25,90 ; R$ 32,90 
02/02/2020;12/02/2020;10;Infantil;;;infantil;;;feminino;15;;274;40;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 15,90 ; R$ 26,90 
02/02/2017;06/03/2017;32;franquia;;;infantil;;;unisex;21;;310;92;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
02/02/2020;01/03/2020;28;Infantil;;;adulto;;;masculino;41;;118;43;6228;SANDALIA HAVAIANAS TROPICAL C/ KIT      ;inverno;;; R$ 20,90 ; R$ 36,90 
02/02/2020;03/03/2020;30;franquia;;;adulto;;;masculino;40;;250;72;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
02/02/2020;28/02/2020;26;franquia;;;infantil;;;feminino;23;;243;67;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 20,90 ; R$ 36,90 
